inspection_id,name,address,results,last_inspection_date,risk,lat,long,yelp_id,yelp_name,yelp_address,yelp_rating,yelp_is_closed,yelp_review_count,yelp_category
285178,China Star Restaurant,4716 N Milwaukee Ave,Pass w/ Conditions,2010-09-08,Risk 1 (High),41.96597189,-87.75928158,china-star-restaurant-niles,China Star Restaurant,8105 N Milwaukee Ave,2.5,False,12,Chinese
598296,Taqueria Guerrero,2551 W Cermak Rd,Pass,2012-01-03,Risk 1 (High),41.85186827,-87.69007512,taqueria-guerrero-waukegan,Taqueria Guerrero,205 W Water St,4.0,False,1,Restaurants
565444,Maude's Liquor Bar,840 W Randolph St,Pass,2011-07-28,Risk 1 (High),41.88449069,-87.649016,maudes-liquor-bar-chicago,Maude's Liquor Bar,840 W Randolph St,4.0,False,304,Bars
327264,Beat Kitchen,2100 W Belmont Ave,Pass,2012-04-10,Risk 1 (High),41.93965193,-87.68090321,beat-kitchen-chicago,Beat Kitchen,2100 W Belmont Ave,4.0,False,189,Restaurants
278100,The Hut,3601 S California Ave,Pass,2011-04-13,Risk 1 (High),41.82822852,-87.69461616,the-hut-chicago,The Hut,3601 S California Ave,3.5,False,2,Restaurants
177178,Del Campos Restaurant,3125 W Cermak Rd,Pass,2012-03-01,Risk 1 (High),41.85167176,-87.70397303,café-iberico-chicago-3,Café Iberico,737 N Lasalle Blvd,4.0,False,1183,Spanish
1154384,Epic Catering,3146 E 133rd St,Pass,2012-06-12,Risk 1 (High),41.65378869,-87.54648963,epic-burger-chicago,Epic Burger,517 S State St,3.5,False,458,Burgers
363292,Reyes Corner Grill,3903 S Kedzie Ave,Fail,2011-08-16,Risk 1 (High),41.82244969,-87.70434137,big-star-chicago,Big Star,1531 N Damen Ave,3.5,False,1209,Mexican
458894,Salam Restaurant,4636 N Kedzie Ave,Fail,2010-11-15,Risk 1 (High),41.96576179,-87.708539,salam-chicago,Salam,4636 N Kedzie Ave,4.0,False,201,Middle Eastern
635091,Luscious Layers Bakery,2315 N Damen Ave,Pass,2011-10-26,Risk 2 (Medium),41.92331313,-87.67767532,luscious-layers-bakery-chicago,Luscious Layers Bakery,2315 N Damen Ave,4.0,False,119,Bakeries
579298,Taqueria-el-norte,5600 N Ridge Ave,Pass w/ Conditions,2011-02-23,Risk 1 (High),41.98357807,-87.6602278,el-norte-restaurant-chicago-3,El Norte Restaurant,5600 N Ridge Ave,3.5,False,157,Mexican
60309,Subway,3207 W 47th Pl,Fail,2011-02-04,Risk 1 (High),41.80670863,-87.70424678,subway-chicago-98,Subway,3905 S Archer Ave,4.0,False,3,Sandwiches
543365,Fatburger,2341 W 95th St,Pass w/ Conditions,2011-05-11,Risk 2 (Medium),41.72083853,-87.68131761,fatburger-chicago,Fatburger,2341 W 95th St,3.0,True,20,Burgers
517323,Benchmark,1508-1510 N Wells St,Pass w/ Conditions,2012-05-04,Risk 1 (High),41.90947419,-87.63480392,benchmark-chicago-2,Benchmark,1510 N Wells St,3.5,False,171,Bars
521745,Sarajevo Restaurant,2701 W Lawrence Ave,Pass,2011-09-14,Risk 1 (High),41.96844205,-87.69630358,restaurant-sarajevo-chicago,Restaurant Sarajevo,2701 W Lawrence Ave,4.5,False,139,Modern European
88603,Kfc,3357 W Peterson Ave,Pass,2011-05-10,Risk 1 (High),41.99021468,-87.71383608,kfc-chicago-9,KFC,3357 W Peterson Ave,2.5,False,5,Chicken Wings
381217,Falafill,3202 N Broadway St,Pass w/ Conditions,2011-05-10,Risk 1 (High),41.94015821,-87.64455028,falafill-chicago,Falafill,3202 N Broadway,3.5,False,242,Vegetarian
401289,Burnham Park Yacht Club,1500 S Lynn White Dr,Fail,2011-08-09,Risk 1 (High),41.86230608,-87.60952225,burnham-park-yacht-club-chicago,Burnham Park Yacht Club,1500 S Linn White Dr,4.5,False,4,NULL
457044,Fuel,1725 W Division St,Pass,2010-11-09,Risk 1 (High),41.90317815,-87.67104319,south-side-fuel-center-plus-chicago,South Side Fuel Center Plus,970 W Pershing Rd,1.0,False,2,Gas & Service Stations
456484,Cafe Bolero,2252 N Western Ave,Pass,2012-03-08,Risk 1 (High),41.92319989,-87.68773851,cafe-bolero-chicago,Cafe Bolero,2252 N Western Ave,3.5,False,224,Cuban
229468,Cosi,230 W Monroe St,Pass,2012-03-19,Risk 1 (High),41.88075716,-87.6347093,cosi-chicago-9,Cosi,230 W Monroe St,3.5,False,31,Sandwiches
363423,Falco's Pizza,2806 W 40th Pl,Fail,2012-01-19,Risk 1 (High),41.82023097,-87.69487471,falcos-pizza-chicago,Falco's Pizza,2806 W 40th Pl,3.5,False,56,Pizza
409364,Jamba Juice,190 W Madison St,Pass w/ Conditions,2010-11-01,Risk 2 (Medium),41.88205759,-87.63353327,jamba-juice-chicago-10,Jamba Juice,190 W Madison St,4.0,False,15,Juice Bars & Smoothies
537229,El Taconcito,10536 S Torrence Ave,Pass,2012-06-21,Risk 1 (High),41.70348287,-87.55975999,taqueria-el-taconcito-chicago,Taqueria El Taconcito,10536 S Torrence Ave,3.5,False,2,Mexican
154502,The Spread,2476-2478 N Lincoln Ave,Pass,2012-05-22,Risk 1 (High),41.92699992,-87.65114673,the-spread-chicago,The Spread,2476 N Lincoln Ave,3.0,True,42,Sports Bars
1235227,Sun Wah Bar-b-q,5039-5043 N Broadway  St,Pass w/ Conditions,2012-06-08,Risk 1 (High),41.97385029,-87.65965358,sun-wah-bar-b-que-chicago-2,Sun Wah Bar-B-Que,5041 N Broadway,4.0,False,593,Chinese
565503,Bombacigno's,558 W Van Buren St,Pass,2011-09-15,Risk 1 (High),41.87685078,-87.64189705,bombacignos-j-and-c-inn-chicago,Bombacigno's J & C Inn,558 W Van Buren St,4.5,False,61,Italian
598393,Taste Of Chicago,3170 S Ashland Ave,Pass,2011-10-04,Risk 1 (High),41.83574906,-87.66584167,taste-of-chicago-restaurant-chicago,Taste of Chicago Restaurant,3170 S Ashland Ave,4.0,False,9,Burgers
569374,Argo Tea,819 N Rush St,Pass,2011-05-27,Risk 2 (Medium),41.89740695,-87.62575403,argo-tea-chicago-5,Argo Tea,819 N Rush St,4.0,False,138,Coffee & Tea
120614,Caribou Coffee Company,1328 S Halsted St,Fail,2011-11-28,Risk 2 (Medium),41.86475002,-87.64699277,caribou-coffee-co-inc-chicago,Caribou Coffee Co Inc,311 W Monroe St,2.5,False,2,Coffee & Tea
531506,The Nile Restaurant Corp,1611 E 55th St,Pass,2012-02-17,Risk 1 (High),41.79507973,-87.58712654,joong-boo-market-chicago-2,Joong Boo Market,3333 N Kimball Ave,4.0,False,197,Ethnic Food
233487,Mundial Restaurant,1640 W 18th St,Pass w/ Conditions,2011-12-15,Risk 1 (High),41.85787654,-87.66789942,mundial-cocina-mestiza-chicago,Mundial Cocina Mestiza,1640 W 18th St,3.5,False,173,Latin American
659936,Billy Goat,222 W Merchandise Mart Plz,Pass w/ Conditions,2012-01-10,Risk 2 (Medium),41.88807428,-87.6349552,billy-goat-tavern-and-grill-chicago-6,Billy Goat Tavern And Grill,222 Merchandise Mart Plaza,3.5,False,12,Pubs
251204,Ma&i,1234 S Michigan Ave,Pass,2011-07-15,Risk 1 (High),41.86648928,-87.6242793,ma-and-i-chicago,Ma & I,1234 S Michigan Ave,3.5,False,168,Thai
1196281,Inspiration Corporation,4554 N Broadway  St,Pass,2012-05-02,Risk 1 (High),41.96503885,-87.65740624,quads-gym-chicago,Quads Gym,3727 N Broadway St,4.5,False,33,Gyms
608251,Bobo's Market,1953 W Chicago Ave,Pass,2011-08-26,Risk 1 (High),41.89580775,-87.67675213,bobos-market-chicago,Bobo's Market,1953 W Chicago Ave,4.0,True,25,Sandwiches
509362,Domino's Pizza,5401 S Harlem Ave,Pass,2011-10-07,Risk 2 (Medium),41.79392295,-87.80144211,dominos-pizza-oak-lawn,Domino's Pizza,9022 S Cicero Ave,4.0,False,1,Pizza
659730,Hooters Of Wells St.,658-660 N Wells St,Pass,2011-12-16,Risk 1 (High),41.89402711,-87.63428072,o-learys-public-house-chicago,O'leary's Public House,541 N Wells St,3.5,False,53,Pubs
569433,Sayat Nova,157 E Ohio St,Pass,2011-06-22,Risk 1 (High),41.89244202,-87.62314748,sayat-nova-east-armenian-restaurant-chicago,Sayat Nova East Armenian Restaurant,157 E Ohio St,3.5,False,193,Mediterranean
585273,Milk & Honey Cafe,1920 W Division St,Pass,2012-04-09,Risk 1 (High),41.90332716,-87.67566894,milk-and-honey-cafe-chicago,Milk & Honey Cafe,1920 W Division St,3.5,False,475,Breakfast & Brunch
229286,Greektown Gyros,239 S Halsted St,Pass,2012-04-13,Risk 1 (High),41.87797994,-87.6470952,greek-town-gyros-chicago,Greek Town Gyros,239 S Halsted Street,4.0,False,119,Greek
580701,Wendy's,242 W Garfield Blvd,Pass,2011-05-03,Risk 2 (Medium),41.79463883,-87.63226705,wendys-chicago-15,Wendy's,8645 S Stony Island Ave,3.0,False,1,Fast Food
289225,Janson's Drive In,9900 S Western Ave,Pass,2011-10-21,Risk 2 (Medium),41.7135699,-87.68198572,jansons-drive-in-chicago,Jansons Drive-In,9900 S Western Ave,3.5,False,24,Fast Food
549239,Isla's Marias,4781 S Archer Ave,Pass,2011-02-24,Risk 1 (High),41.80666846,-87.71612755,las-islas-marias-chicago-8,Las Islas Marias,4781 S Archer Ave,2.0,False,1,Mexican
1196234,Magnolia Cafe,1224 W Wilson Ave,Pass,2012-03-29,Risk 1 (High),41.96546092,-87.66064093,magnolia-cafe-chicago,Magnolia Cafe,1224 W Wilson Ave,3.5,False,198,American (New)
284808,Michael Diversey's,670 W Diversey Pkwy,Pass,2011-06-14,Risk 1 (High),41.93288386,-87.64627175,michael-diverseys-chicago,Michael Diversey's,670 W Diversey Pkwy,3.5,False,53,American (Traditional)
391256,Beijo De Chocolat,3334 W Foster Ave,Pass,2011-12-20,Risk 2 (Medium),41.97581378,-87.71255298,beijo-de-chocolat-chicago,Beijo de Chocolat,3334 W Foster Ave,4.0,False,46,Bakeries
277028,Goose Island Chicago,11601 W Touhy Ave,Pass,2012-01-10,Risk 1 (High),42.0085364,-87.91442844,champions-sports-bar-chicago,Champions Sports Bar,Chicago Marriott O'Hare,3.5,False,2,Sports Bars
277596,Jimenez Restaurant,5716 W Diversey Ave,Pass w/ Conditions,2012-04-12,Risk 1 (High),41.93134202,-87.76946868,carniceria-jimenez-chicago-2,Carniceria Jimenez,3840 W Fullerton Ave,4.0,False,21,Grocery
166238,Cinco Estrellas,2908-2912 W 59th St,Fail,2012-02-03,Risk 1 (High),41.78646851,-87.69646343,cinco-estrellas-restaurant-chicago,Cinco Estrellas Restaurant,2908 W 59th St,4.0,False,1,Mexican
517303,Lakeshore Racquet Club,1320 W Fullerton Ave,Pass,2011-07-19,Risk 1 (High),41.92535736,-87.66138854,midtown-tennis-club-chicago-2,Midtown Tennis Club,2020 W Fullerton Ave,3.5,False,46,Tennis
120474,Au Bon Pain,1725 W Harrison St,Pass,2011-11-08,Risk 2 (Medium),41.87401634,-87.67026083,au-bon-pain-chicago-3,Au Bon Pain,Rush University Medical Center,2.5,False,13,Bakeries
660256,Hamilton's A Chicago Bar And Grill,6341-6343 N Broadway St,Pass w/ Conditions,2011-11-15,Risk 1 (High),41.99759419,-87.66034487,hamiltons-bar-and-grill-chicago,Hamilton's Bar and Grill,6341 N Broadway St,3.0,False,71,Sports Bars
285248,Kroll's South Loop,1736 S Michigan Ave,Pass,2010-08-17,Risk 1 (High),41.85799082,-87.62408288,krolls-south-loop-chicago,Kroll's South Loop,1736 S Michigan Ave,3.0,False,231,American (Traditional)
409367,Lavazza,33 N Dearborn St,Fail,2011-11-10,Risk 2 (Medium),41.88280623,-87.6292815,lavazza-espression-chicago-3,Lavazza Espression,27 W Washington St,4.0,False,113,Coffee & Tea
197281,Tokyo Lunch Box,100 W Randolph St,Pass,2012-06-05,Risk 1 (High),41.88458627,-87.63101045,tokyo-lunch-box-and-catering-4-chicago,Tokyo Lunch Box & Catering #4,222 Merchandise Mart Plaza,4.0,False,9,Sushi Bars
397220,Canteen @ Wright College,4300 N Narragansett Ave,Pass,2011-08-30,Risk 1 (High),41.95854835,-87.78691899,the-publican-chicago,The Publican,837 W Fulton Market,4.0,False,1252,Pubs
134314,Sabor Latino Restaurant,3808-3810 W North Ave,Fail,2012-04-10,Risk 1 (High),41.91004428,-87.72188751,sabor-latino-restaurant-chicago,Sabor Latino Restaurant,3400 W Fullerton Ave,3.5,False,26,Latin American
120699,Pop This,1258 S Halsted St,Pass,2010-12-06,Risk 2 (Medium),41.86541681,-87.64701274,pop-this-popcorn-shop-chicago,Pop This Popcorn Shop,5 Woodfield Mall Dr,4.5,False,10,Specialty Food
547309,Chickies,2839 S Pulaski Rd,Fail,2011-03-21,Risk 2 (Medium),41.83938905,-87.72427111,chickies-chicago,Chickie's,2839 S Pulaski Rd,3.5,True,11,Hot Dogs
673219,Dock's,11137 S Vincennes Ave,Fail,2011-12-06,Risk 2 (Medium),41.6911392,-87.6638493,docks-chicago-2,Dock's,112 W 87th Street,3.5,False,3,Restaurants
250586,Vaughan's Pub,5485 N Northwest Hwy,Fail,2012-02-27,Risk 1 (High),41.9804695,-87.77763062,vaughans-pub-and-grill-chicago,Vaughan's Pub & Grill,5485 Northwest Hwy,4.0,False,24,Irish
604259,Tommy's On Higgins,6954 W Higgins Ave,Fail,2011-06-13,Risk 1 (High),41.98016396,-87.80207994,tommys-on-higgins-chicago,Tommy's On Higgins,6954 W Higgins Ave,3.5,False,16,Bars
154363,R J Grunts,2054-2056 N Lincoln Park West,Pass,2010-05-04,Risk 1 (High),41.92003078,-87.63654555,rj-grunts-chicago,RJ Grunts,2056 N Lincoln Park W,4.0,False,373,American (Traditional)
409412,Argo Tea,16 W Randolph St,Pass w/ Conditions,2010-11-24,Risk 2 (Medium),41.88459747,-87.62850188,argo-tea-chicago-21,Argo Tea,16 W Randolph St,4.0,False,172,Coffee & Tea
492206,Monica's Sweet Potatoes,501 E 47th St,Fail,2011-01-05,Risk 1 (High),41.80931652,-87.61379036,henri-chicago,Henri,18 S Michigan Ave,4.5,False,160,American (New)
413263,Starbucks,251 E Huron St,Pass,2011-07-27,Risk 2 (Medium),41.8949033,-87.62074373,starbucks-chicago-116,Starbucks,251 E Huron St,4.5,False,14,Coffee & Tea
311209,Main Kitchen,720 S Michigan Ave,Pass,2011-12-01,Risk 1 (High),41.87279887,-87.62433781,mercat-a-la-planxa-chicago,Mercat a la Planxa,638 S Michigan Ave,4.0,False,679,Tapas Bars
555320,I-57 Rib House,1524 W 115th St,Pass,2011-11-10,Risk 1 (High),41.68493757,-87.66112259,i-57-rib-house-chicago-3,I-57 Rib House,1524 W 115th St,3.5,False,11,Southern
120434,The Drum & Monkey,1435 W Taylor St,Fail,2012-04-18,Risk 1 (High),41.86920687,-87.66308737,drum-and-monkey-chicago,Drum & Monkey,1435 W Taylor St,3.5,False,57,Irish
469338,Wendy's,3516 E 118th St,Pass,2010-12-01,Risk 2 (Medium),41.68105584,-87.53825068,wendys-old-fashioned-hamburgers-chicago,Wendy's Old Fashioned Hamburgers,3516 E 118th Street,1.0,False,1,Restaurants
205294,Jaffa Bakery,520 N Michigan Ave,Pass w/ Conditions,2011-02-10,Risk 1 (High),41.89168852,-87.62430718,jaffa-bakery-and-roasted-turkey-chicago,Jaffa Bakery & Roasted Turkey,520 N Michigan Ave,3.0,False,8,Bakeries
1206238,Depasada Restaurant,1642 W Chicago Ave,Fail,2012-06-15,Risk 1 (High),41.89615633,-87.66891473,de-pasada-chicago-4,De Pasada,1642 W Chicago Ave,4.5,False,4,Mexican
679370,Subway,29 W Lake St,Pass,2012-03-12,Risk 1 (High),41.88563898,-87.62905002,subway-chicago-43,Subway,185 N Wabash Ave,3.0,False,5,Sandwiches
277317,Side Street Saloon,1456 W George St,Fail,2010-07-29,Risk 1 (High),41.93437222,-87.66585652,side-street-saloon-chicago,Side Street Saloon,1456 W George St,4.0,False,50,Dive Bars
471175,Bon Bon Sandwiches,2333 W North Ave,Pass,2011-10-24,Risk 1 (High),41.91022784,-87.68605644,bon-bon-vietnamese-sandwiches-chicago-2,Bon Bon Vietnamese Sandwiches,2333 W North Ave,3.5,False,252,Vietnamese
567211,Pinkys Restaurant,100 W Randolph St,Pass,2011-02-04,Risk 1 (High),41.88458627,-87.63101045,pinkys-chicago,Pinkys,100 W Randolph Dr,2.5,False,12,Food
166232,La Chaparrita De Chicago,5957 S Kedzie Ave,Pass,2012-05-09,Risk 1 (High),41.78462928,-87.70315583,la-chaparrita-2-chicago,La Chaparrita #2,5958 S Kedzie,5.0,False,1,Mexican
215225,Pizza Nova Express,3836 W 79th St,Pass,2012-03-26,Risk 1 (High),41.74971286,-87.71976333,prima-la-pizza-hillside,Prima La Pizza,2211 S Wolf Rd,4.0,False,27,Italian
63383,Burger King,2700 S Kedzie Ave,Pass,2011-07-15,Risk 2 (Medium),41.84260253,-87.70512781,burger-king-chicago-2,Burger King,2700 S Kedzie Ave,3.5,False,3,Fast Food
626212,Ruby's Restaurant,3175 W Madison St,Pass,2011-06-14,Risk 1 (High),41.88086598,-87.70585425,rubys-restaurant-chicago-2,Ruby's Restaurant,3175 W Madison St,4.0,False,5,Soul Food
580799,Nicky's In-n-out,4240 S Wentworth Ave,Pass,2011-11-09,Risk 1 (High),41.81704209,-87.63136993,no-1-china-express-chicago,No.1 China Express,4248 S Wentworth Ave,4.5,False,8,Chinese
381218,Vines On Clark,3552-3554 N Clark St,Pass,2011-08-25,Risk 1 (High),41.94689705,-87.65644321,vines-on-clark-chicago,Vines On Clark,3554 N Clark St,3.5,False,162,American (New)
459384,Twisted Spoke,501 N Ogden Ave,Fail,2011-05-16,Risk 1 (High),41.89103918,-87.65887052,the-twisted-spoke-chicago,The Twisted Spoke,501 N Ogden Ave,3.5,False,345,Breakfast & Brunch
233956,Newport Bar & Grille,1344 W Newport Ave,Pass w/ Conditions,2010-05-18,Risk 1 (High),41.94445156,-87.66329838,newport-bar-and-grill-chicago,Newport Bar & Grill,1344 W Newport Ave,3.5,False,72,Sports Bars
88792,China Star Restaurant,4716 N Milwaukee Ave,Pass,2011-09-02,Risk 1 (High),41.96597189,-87.75928158,china-star-restaurant-niles,China Star Restaurant,8105 N Milwaukee Ave,2.5,False,12,Chinese
68005,Chinese Chef's Kitchen,2637 N Central Ave,Pass,2012-03-06,Risk 1 (High),41.92876724,-87.76600711,golden-chef-chinese-kitchen-chicago,Golden Chef Chinese Kitchen,3262 W North Ave,3.5,False,14,Chinese
229489,Jimmy Figs,160 N Franklin St,Fail,2011-01-19,Risk 1 (High),41.88480929,-87.63553583,jimmy-figs-chicago-2,Jimmy Figs,160 N Franklin St,3.0,False,30,Sports Bars
114269,Westin River North Chgo Hotel,320 N Dearborn St,Pass w/ Conditions,2012-03-12,Risk 1 (High),41.88779385,-87.62968659,hotel-allegro-chicago,Hotel Allegro,171 W Randolph St,4.0,False,159,Hotels
519340,Taqueria El Ranchito,4651 N Clark St,Fail,2012-01-10,Risk 1 (High),41.96678036,-87.66690609,taqueria-el-ranchito-chicago-8,Taqueria El Ranchito,4651 N Clark St,3.0,False,134,Mexican
419283,Bin 36,1559 N Milwaukee Ave,Fail,2010-10-07,Risk 1 (High),41.90992611,-87.67653436,bin-36-chicago,Bin 36,339 N Dearborn St,3.5,False,435,Wine Bars
353328,Punjabi Dhabha,2525 W Devon,Fail,2011-04-12,Risk 1 (High),41.99756039,-87.69339451,punjabi-dhabha-chicago,Punjabi Dhabha,2525 W Devon Ave,3.0,False,45,Indian
114607,Emilio's Tapas,215 E Ohio St,Pass w/ Conditions,2011-08-22,Risk 1 (High),41.89246019,-87.62203679,emilios-tapas-sol-y-nieve-chicago,Emilio's Tapas Sol y Nieve,215 E Ohio St,3.5,False,170,Tapas Bars
519229,Captain Morgan,1060 W Addison St,Pass w/ Conditions,2012-05-09,Risk 1 (High),41.94731749,-87.65641795,captain-morgan-club-chicago,Captain Morgan Club,1060 W. Addison St,3.0,False,27,Sports Bars
579265,Jimmy John's Store,3506 S State St,Pass,2011-02-22,Risk 2 (Medium),41.83078218,-87.62679018,starbucks-chicago-113,Starbucks,3506 S State St,4.0,False,13,Coffee & Tea
112350,Artist's Snack Shop,412 S Michigan Ave,Pass w/ Conditions,2011-06-21,Risk 1 (High),41.87666158,-87.62442805,fine-arts-building-chicago,Fine Arts Building,410 S Michigan Ave,4.5,False,12,Performing Arts
88781,El Pueblito Mexican Grill,5152 N Cicero Ave,Pass,2011-04-20,Risk 1 (High),41.97504399,-87.74813332,el-pueblito-lincolnwood,El Pueblito,3941 W Touhy,3.5,False,13,Fast Food
472228,Pizza Hut,5109 S Pulaski Rd,Pass,2011-01-18,Risk 2 (Medium),41.80009153,-87.72321361,pizza-hut-chicago-9,Pizza Hut,5109 S Pulaski Rd,1.5,False,6,Pizza
60495,Murry's Fish & Chicken,3357 W Harrison St,Pass,2010-05-12,Risk 2 (Medium),41.87352017,-87.71063937,enoteca-roma-ristorante-chicago,Enoteca Roma Ristorante,2146 W Division St,4.0,False,246,Wine Bars
580524,Katsu Japanese Restaurant,2651 W Peterson Ave,Fail,2012-06-12,Risk 3 (Low),41.99034882,-87.69665169,katsu-chicago,Katsu,2651 W Peterson Ave,4.0,False,149,Japanese
569445,Potbelly,277 E Ontario St,Pass,2011-07-11,Risk 2 (Medium),41.8932867,-87.62073604,potbelly-sandwich-works-chicago-16,Potbelly Sandwich Works,277 E Ontario St,3.5,False,34,Sandwiches
250415,McDonald's,555 W Madison St,Pass,2010-06-01,Risk 2 (Medium),41.88173752,-87.64180803,mcdonalds-chicago-37,McDonald's,555 W Madison,1.5,False,5,Fast Food
114256,Starbucks,30 W Erie St,Pass,2011-02-18,Risk 2 (Medium),41.89416541,-87.62938903,starbucks-chicago-145,Starbucks,600 N State St,3.5,False,9,Coffee & Tea
612318,Orange Restaurant,738 N Clark St,Pass w/ Conditions,2011-06-30,Risk 1 (High),41.89600475,-87.63138052,orange-chicago-5,Orange,738 N Clark St,3.5,False,141,Breakfast & Brunch
429080,Pavones Restaurant & Lounge,7547 W Irving Park Rd,Pass w/ Conditions,2010-11-03,Risk 1 (High),41.9524374,-87.81649553,pavone-restaurant-and-lounge-chicago,Pavone Restaurant & Lounge,7547 West Irving Park Rd,3.0,False,12,Italian
604407,Eden's House,6313-6323 N Pulaski,Fail,2011-10-12,Risk 1 (High),41.99587119,-87.72875639,east-of-eden-carry-outs-chicago,East of Eden Carry-Outs,6350 N Cicero Ave,3.5,False,43,Greek
547811,The Original Maxwell Street,244-246 S Cicero Ave,Pass,2011-11-09,Risk 2 (Medium),41.87728403,-87.74530775,original-maxwell-street-chicago-3,Original Maxwell Street,3801 W Harrison St,4.0,False,9,Polish
413474,Schwa,1466 N Ashland Ave,Pass w/ Conditions,2012-06-08,Risk 1 (High),41.90891862,-87.66779137,schwa-chicago,Schwa,1466 N Ashland Ave,4.5,False,287,American (New)
525296,Palace Gate African Restaurant,4548 N Magnolia Ave,Pass,2011-04-14,Risk 1 (High),41.96497072,-87.66115881,palace-gate-restaurant-chicago,Palace Gate Restaurant,4548 N Magnolia Ave,3.5,False,12,African
1098414,Chipotle Mexican Grill,3227 W Addison St,Pass w/ Conditions,2012-06-28,Risk 1 (High),41.94651094,-87.70896897,chipotle-mexican-grill-chicago-36,Chipotle Mexican Grill,3227 W Addison St,3.0,False,17,Mexican
1158355,Sicily Pizza,6421 S Dr Martin Luther King Jr Dr,Fail,2012-05-29,Risk 2 (Medium),41.77776929,-87.61541728,la-madia-chicago,La Madia,59 W Grand Ave,4.0,False,568,Pizza
134321,Tenochtitlan Bar & Grill,2451 N Milwaukee Ave,Pass,2011-04-14,Risk 1 (High),41.92584755,-87.70191911,real-tenochtitlan-restaurant-and-bar-chicago,Real Tenochtitlan Restaurant & Bar,2451 N Milwaukee Ave,3.5,False,144,Mexican
491551,McDonald's,11601 W Touhy Ave,Pass,2012-02-10,Risk 2 (Medium),42.0085364,-87.91442844,mcdonalds-niles,McDonald's,7969 N Milwaukee Ave,3.5,False,3,Burgers
531519,La Petite Folie,1504 E 55th St,Pass,2012-03-09,Risk 1 (High),41.79530818,-87.58894079,la-petite-folie-chicago,La Petite Folie,1504 E 55th St,3.5,False,31,French
284626,Chili Mac's 5-way Chili,3152 N Broadway St,Fail,2010-08-20,Risk 1 (High),41.93918785,-87.64451786,the-bagel-restaurant-and-deli-chicago,The Bagel Restaurant & Deli,3107 N Broadway St,3.5,False,284,Bakeries
634743,Aramark Educational Services,1125 W Loyola Ave,Pass w/ Conditions,2011-09-27,Risk 1 (High),42.00143764,-87.65962246,bread-basket-chicago,Bread Basket,4725 W Belmont Ave,3.5,False,27,Sandwiches
251132,Bull-eh-dia's Tapas Bar,3651 N Southport Ave,Pass w/ Conditions,2010-06-21,Risk 1 (High),41.94857495,-87.6639087,bull-eh-dias-chicago-2,Bull-eh-dia's,3651 N Southport Ave,3.5,False,147,Tapas Bars
401213,Sounding,1200 S Lake Shore Dr,Pass,2012-04-17,Risk 1 (High),41.86748423,-87.61915038,soundings-restaurant-chicago,Soundings Restaurant,1200 S Lake Shore Dr,3.0,False,10,American (Traditional)
114287,English,444 N La Salle Dr,Pass w/ Conditions,2010-06-14,Risk 1 (High),41.89054571,-87.63270199,english-chicago,English,444 N LaSalle Blvd,3.0,False,328,Lounges
537216,H & M Gyros,2948 E 83rd St,Pass,2011-02-14,Risk 1 (High),41.74476028,-87.55202548,h-dogs-chicago,H-Dogs,4655 S Martin Luther King Dr,4.5,False,18,Fast Food
88334,Pizza Bravo,3256 W Lawrence Ave,Pass,2010-04-09,Risk 1 (High),41.96854049,-87.71078268,bravos-pizza-chicago,Bravo's Pizza,4419 W Fullerton Ave,4.0,False,1,Pizza
598511,Taco's Erendira,3207 S Halsted St,Pass,2011-12-09,Risk 1 (High),41.83598844,-87.6460816,tacos-erendira-chicago-2,Tacos Erendira,3207 S Halsted St,4.0,False,55,Mexican
215271,King Wah Express,5700 S Cicero Ave,Pass,2012-03-13,Risk 1 (High),41.78932932,-87.74164564,king-wah-express-chicago,King Wah Express,5700 S Cicero Ave,1.5,False,11,Chinese
114824,Goodwin's,175 N Franklin St,Pass,2011-03-17,Risk 1 (High),41.88521073,-87.63525121,goodwins-chicago,Goodwin's,175 N Franklin St,4.0,False,174,Sandwiches
154357,Twisted Lizard,1964 N Sheffield Ave,Pass,2011-06-23,Risk 1 (High),41.91783835,-87.6535054,twisted-lizard-chicago-2,Twisted Lizard,1964 N Sheffield Ave,3.0,False,146,Mexican
343249,McDonald's,500 W Madison St,Fail,2011-06-10,Risk 2 (Medium),41.88199434,-87.63975868,mcdonalds-chicago-37,McDonald's,555 W Madison,1.5,False,5,Fast Food
114339,Garret Ripley's,712 N Clark St,Pass,2010-02-17,Risk 1 (High),41.89530394,-87.6313607,the-shady-lady-chicago,The Shady Lady,712 N Clark St,3.0,False,18,Bars
419639,Bar Casa Blanca,1158 W Grand Ave,Pass,2011-10-12,Risk 1 (High),41.89119436,-87.65697067,mercadito-chicago,Mercadito,108 W Kinzie St,3.5,False,698,Mexican
112292,Poag Mahone's,175 W Jackson Blvd,Pass w/ Conditions,2011-11-09,Risk 1 (High),41.87801449,-87.63318903,poag-mahones-chicago-2,Poag Mahone's,333 S Wells St,3.5,False,170,Pubs
1196248,The Cousins Restaurant,1463 W Leland Ave,Pass,2012-04-05,Risk 1 (High),41.96697754,-87.6666311,the-cousins-chicago,The Cousins,1463 W Leland Ave,4.0,False,55,American (Traditional)
1194281,Chinese Kitchen,3539 N Cicero Ave,Pass,2012-05-10,Risk 1 (High),41.94584581,-87.74690624,chinese-kitchen-chicago-5,Chinese Kitchen,3539 N Cicero Ave,3.5,False,14,Chinese
